"X","Y"
-122.041333333333,38.3743333333333
-122.041333333333,41.143
-122.041333333333,43.9116666666667
-122.041333333333,46.6803333333333
-119.272666666667,35.6056666666667
-119.272666666667,38.3743333333333
-119.272666666667,41.143
-119.272666666667,43.9116666666667
-119.272666666667,46.6803333333333
-116.504,35.6056666666667
-116.504,38.3743333333333
-116.504,41.143
-116.504,43.9116666666667
-116.504,46.6803333333333
-113.735333333333,35.6056666666667
-113.735333333333,38.3743333333333
-113.735333333333,41.143
-113.735333333333,43.9116666666667
-113.735333333333,46.6803333333333
-110.966666666667,32.837
-110.966666666667,35.6056666666667
-110.966666666667,38.3743333333333
-110.966666666667,41.143
-110.966666666667,43.9116666666667
-110.966666666667,46.6803333333333
-108.198,32.837
-108.198,35.6056666666667
-108.198,38.3743333333333
-108.198,41.143
-108.198,43.9116666666667
-108.198,46.6803333333333
-105.429333333333,32.837
-105.429333333333,35.6056666666667
-105.429333333333,38.3743333333333
-105.429333333333,41.143
-105.429333333333,43.9116666666667
-105.429333333333,46.6803333333333
-102.660666666667,30.0683333333333
-102.660666666667,32.837
-102.660666666667,35.6056666666667
-102.660666666667,38.3743333333333
-102.660666666667,41.143
-102.660666666667,43.9116666666667
-102.660666666667,46.6803333333333
-99.892,30.0683333333333
-99.892,32.837
-99.892,35.6056666666667
-99.892,38.3743333333333
-99.892,41.143
-99.892,43.9116666666667
-99.892,46.6803333333333
-97.1233333333333,30.0683333333333
-97.1233333333333,32.837
-97.1233333333333,35.6056666666667
-97.1233333333333,38.3743333333333
-97.1233333333333,41.143
-97.1233333333333,43.9116666666667
-97.1233333333333,46.6803333333333
-94.3546666666667,30.0683333333333
-94.3546666666667,32.837
-94.3546666666667,35.6056666666667
-94.3546666666667,38.3743333333333
-94.3546666666667,41.143
-94.3546666666667,43.9116666666667
-94.3546666666667,46.6803333333333
-91.586,32.837
-91.586,35.6056666666667
-91.586,38.3743333333333
-91.586,41.143
-91.586,43.9116666666667
-91.586,46.6803333333333
-88.8173333333333,32.837
-88.8173333333333,35.6056666666667
-88.8173333333333,38.3743333333333
-88.8173333333333,41.143
-88.8173333333333,43.9116666666667
-88.8173333333333,46.6803333333333
-86.0486666666667,32.837
-86.0486666666667,35.6056666666667
-86.0486666666667,38.3743333333333
-86.0486666666667,41.143
-83.28,32.837
-83.28,35.6056666666667
-83.28,38.3743333333333
-80.5113333333333,35.6056666666667
-80.5113333333333,38.3743333333333
-77.7426666666667,35.6056666666667
-77.7426666666667,38.3743333333333
-77.7426666666667,41.143
-74.974,41.143
-74.974,43.9116666666667
-72.2053333333333,43.9116666666667
-122.6,49.051
-120.056666666667,49.051
-117.513333333333,49.051
-114.97,49.051
-112.735,49.051
-110.5,49.051
-108.265,49.051
-106.03,49.051
-103.643666666667,49.051
-101.257333333333,49.051
-98.871,49.051
-96.883,49.25
-94.895,49.449
-92.8075,48.8195
-90.72,48.19
-89.395,48.057
-87.34,47.726
-85.153,46.864
-82.914,45.967
-85.501,45.635
-86.678,45.539
-87.241,44.1475
-87.804,42.756
-87.141,41.695
-86.28,42.689
-86.611,43.882
-85.12,43.7165
-83.629,43.551
-82.701,44.081
-82.436,42.822
-83.165,41.629
-81.641,41.497
-80.3155,42.3585
-78.99,43.22
-76.604,44.081
-74.815,45.208
-73.092,45.3075
-71.369,45.407
-70.2425,46.5335
-69.116,47.66
-67.658,47.196
-66.664,44.744
-68.5525,43.6505
-70.441,42.557
-69.646,41.563
-71.634,40.9665
-73.622,40.37
-74.815,38.581
-75.2125,37.2225
-75.61,35.864
-76.141,34.538
-78.0625,33.577
-79.984,32.616
-81.31,30.363
-80.6805,28.7395
-80.051,27.116
-80.051,24.531
-81.995,25.726
-82.8245,27.5515
-83.654,29.377
-85.6125,29.6755
-87.571,29.974
-88.965,28.978
-91.2885,29.1775
-93.612,29.377
-95.338,28.381
-97.064,27.385
-96.798,25.726
-99.254,26.124
-100.447,27.7505
-101.64,29.377
-103.44,28.58
-104.83,29.8745
-106.22,31.169
-108.02,31.103
-109.78,31.2355
-111.54,31.368
-113.195,31.866
-114.85,32.364
-117.18,32.43
-118.905,33.459
-120.63,34.488
-122.42,36.6125
-124.21,38.737
-124.51,40.7945
-124.81,42.852
-124.51,44.6115
-124.21,46.371
-124.81,48.362
