Affluence,Disadvantage,Violent,UrbanRate,Latitude,Longtitude,avemort
-0.476369004,-0.871370769,-0.55649,0,42.735,-92.78,0.84566
-0.51248484,-0.728836834,0.12412,0,42.386,-94.644,0.85961
-0.084113805,-1.034702323,-1.659,0.46254,42.039,-94.868,0.81314
-0.377494634,-0.251687453,-0.31256,0.46874,41.334,-94.933,0.9033
-0.030509478,-1.067172524,-0.83329,0.16545,41.772,-91.133,0.77335
0.120725486,-0.347710841,0.54979,0.78711,43.075,-93.251,0.87868
-0.342920713,-0.775002898,-0.67054,0.38236,42.743,-95.633,0.84792
-0.495850997,-0.165485965,-1.0322,0.25704,43.06,-92.317,0.82545
-0.592392459,0.074551486,0.69778,0.47903,41.029,-93.784,0.89681
-0.242530198,-0.639419873,-1.0852,0.63257,43.08,-95.15,0.8213
-0.543790623,-0.849094926,-2.9957,0.046365,42.841,-91.324,0.85164
-0.272362732,-0.201429474,-2.4083,0.68055,41.898,-90.534,0.94105
-0.653563568,-0.800385966,-1.2507,0.42215,42.043,-95.389,0.81059
1.38942533,-1.006554583,-0.49426,0.52709,41.685,-94.041,0.82203
-0.775153973,-0.817454822,-2.9957,0,40.748,-92.41,0.85816
-0.683174847,0.584264347,-2.9957,0,40.736,-93.785,0.91694
-0.308018671,-0.729729838,0.34329,0.29211,42.473,-91.359,0.81566
-0.099564644,0.018899888,1.35,0.71505,40.915,-91.187,0.88321
0.352351558,-0.959464355,-2.9957,0.69825,43.39,-95.196,0.77642
0.320909166,-0.449232196,0.52909,0.74282,42.463,-90.879,0.88005
-0.482328515,-0.362436594,0.52328,0.59735,43.378,-94.669,0.85537
-0.552603338,-0.25224316,-1.9594,0.29335,42.864,-91.839,0.87064
-0.445256873,-0.359022832,-0.12708,0.44142,43.053,-92.787,0.86093
-0.229980206,-0.701414578,-1.4387,0.33698,42.737,-93.271,0.8253
-0.409302496,-0.759345522,-2.9957,0,40.744,-95.6,0.9432
-0.490440652,-0.267435575,-1.4128,0.42881,42.042,-94.389,0.83673
-0.077458803,-0.924456176,-0.98464,0,42.403,-92.79,0.77459
-0.25476516,-0.680885082,-2.9957,0,41.684,-94.501,0.87277
0.020370401,-0.984704136,-0.17191,0.47986,42.391,-93.709,0.82333
-0.358664785,-1.103352554,0.3753,0.25736,43.075,-93.744,0.80648
-0.248952026,-0.5058468,0.43054,0.2567,42.39,-93.241,0.85606
-0.29833974,-0.630116603,-0.58009,0.2019,41.689,-95.827,0.96856
-0.101644355,-0.510467102,-0.44415,0.40819,40.986,-91.544,0.87766
-0.470353361,-0.737976124,0.30823,0.37203,43.365,-92.322,0.8378
-0.176607978,-0.864392687,-1.0806,0.48733,42.782,-94.203,0.80177
-0.422538353,-0.752179617,-2.9957,0,42.392,-95.507,0.87556
-0.179789818,-1.177321305,0.12421,0,41.684,-92.059,0.81761
-0.390466109,-0.687460806,-1.9071,0.46817,42.164,-90.575,0.8948
0.081681254,-0.915296628,-0.73411,0.43762,41.686,-93.053,0.85057
1.373636955,-0.46841574,0.97455,0.5779,41.007,-91.967,0.8304
2.426650073,-0.702259995,1.4011,0.76735,41.669,-91.589,0.75547
-0.327036346,-0.588350883,-0.70245,0.44068,42.125,-91.117,0.8062
-0.747849304,-0.712611648,-2.9957,0,41.331,-92.168,0.82181
-0.494680585,-0.775775974,-0.28671,0.34365,43.212,-94.214,0.78495
-0.36847532,0.018268716,1.2465,0.59608,40.648,-91.477,0.97901
1.280013985,-0.652228974,0.77786,0.83692,42.078,-91.598,0.82375
-0.339136118,-0.509922382,-2.0237,0,41.218,-91.257,0.89164
-0.824067953,-0.197286601,0.2821,0.46922,41.033,-93.331,0.87357
-0.444255505,-1.117001444,0.85426,0,43.384,-96.207,0.78984
0.04453229,-0.664527804,-2.9957,0.34653,41.331,-94.015,0.89023
-0.240662341,-0.451708007,0.61161,0.5418,41.331,-92.636,0.84097
0.266547269,-0.795727945,0.61885,0.52583,41.331,-93.094,0.87653
-0.012070415,-0.321239951,1.8335,0.6645,42.042,-92.981,1.0071
0.143540321,-0.397309046,0.9256,0.38324,41.034,-95.619,0.97453
-0.577926042,-0.975902304,-0.50711,0.31083,43.349,-92.784,0.7864
-0.54096418,-0.711304239,0.81064,0.27066,42.049,-95.957,0.94532
-0.438831973,-0.326178178,1.1938,0.43825,41.029,-92.87,0.95514
-0.533853804,-0.193568339,0.55745,0.51746,41.022,-95.158,0.92788
0.346335265,-0.422689755,1.7481,0.70809,41.484,-91.119,0.92112
-0.533547527,-1.131507425,-0.66432,0.30188,43.084,-95.626,0.81831
-0.479598311,-0.908439366,-2.9957,0.39197,43.379,-95.634,0.8236
-0.232276582,0.012083167,0.20884,0.65964,40.739,-95.144,0.9243
-0.542099173,-1.008025662,-1.0614,0.35478,43.076,-94.667,0.87779
0.229800207,-1.269100048,-0.98901,0.36291,42.738,-96.216,0.8235
-0.456027583,-0.757622355,-0.9192,0,42.734,-94.678,0.85159
1.547316665,-0.282491103,1.0523,0.94198,41.684,-93.57,0.88945
0.123467363,-0.297830058,1.7504,0.72862,41.34,-95.545,0.97711
0.196971444,-0.376298991,0.52825,0.48445,41.685,-92.523,0.85802
-0.814532791,-0.403694191,-2.9957,0,40.735,-94.244,0.85079
-0.460377556,-0.780702286,-0.4154,0,42.388,-95.105,0.84165
0.98846652,-0.028105713,2.3837,0.85152,41.642,-90.622,0.92787
-0.33191889,-1.09153955,-2.9957,0.38177,41.679,-95.309,0.78818
-0.057405553,-1.369731405,-1.3027,0.45548,43.083,-96.178,0.70959
2.015144088,-0.721735204,0.34383,0.74853,42.038,-93.466,0.73157
-0.481276786,-0.59535975,1.4351,0.27625,42.075,-92.529,0.84114
-0.86486826,-0.456519348,-1.6435,0,40.738,-94.697,0.86648
-0.411534929,-0.659325191,-2.9957,0.60752,41.029,-94.245,0.93174
-0.804392971,-0.793797873,-0.20143,0,40.754,-91.953,0.93874
-0.402381853,0.441789343,1.7432,0.69751,41.031,-92.409,0.97708
0.850804062,-0.73241812,-0.096174,0.5855,41.337,-93.564,0.87155
-0.1387439,-0.944302221,-2.9957,0.3285,41.329,-91.725,0.81073
-0.698293089,-0.431199716,-0.059545,0,40.74,-93.333,0.90508
-0.088699581,-0.226922796,1.5321,0.63855,42.434,-94.176,0.96043
-0.097989629,-0.905138088,0.40391,0.3343,43.378,-93.743,0.81783
0.119218056,-0.715809414,-0.85362,0.35706,43.293,-91.851,0.73923
0.253620931,-0.341627944,1.789,0.83465,42.393,-96.053,0.93626
-0.582337564,-0.693082287,0.060774,0,43.373,-93.249,0.84814
-0.456462041,-0.745538954,-0.61792,0.42131,42.733,-93.735,0.81993
-0.605940299,-0.240839571,1.1341,0.44095,37.884,-95.301,1.0079
-0.675086537,-0.702837201,1.1443,0.42109,38.215,-95.292,0.90322
-0.299313364,0.097118758,0.78724,0.62519,39.533,-95.313,0.97914
-0.256198772,-1.314397455,-0.21496,0,37.223,-98.685,0.97884
-0.291104373,-0.291347692,1.4117,0.66697,38.481,-98.768,0.89891
-0.281143165,-0.353217344,1.4976,0.51232,37.856,-94.851,1.0016
-0.353667568,-0.183693517,0.23405,0.32562,39.826,-95.57,0.95957
0.701138581,-0.750869996,0.62944,0.55864,37.774,-96.839,0.9208
-0.14277086,-0.963533279,0.53105,0,38.299,-96.594,0.91015
-0.810973324,-0.13167613,1.4329,0,37.154,-96.245,0.95025
-0.716629248,-0.074813441,0.87565,0.49011,37.169,-94.846,1.1214
-0.382163612,-1.269408062,0.00057018,0,39.789,-101.73,0.80127
-0.054823924,-0.999919355,-0.75729,0,37.234,-99.814,0.88856
-0.376462277,-0.876241993,0.62364,0.50487,39.345,-97.169,0.84087
-0.502144975,-0.487006944,0.27859,0.54889,39.487,-97.641,0.89778
0.054447949,-0.592753025,0.25226,0.30897,38.236,-95.729,0.94391
-0.692054545,-1.627788791,-2.9957,0,37.189,-99.254,0.98602
-0.105093619,0.403624486,1.0128,0.65551,37.235,-96.837,1.0121
0.102748679,-0.220968815,0.91973,0.6349,37.506,-94.854,1.0205
-0.658704365,-1.559272532,0.72962,0,39.784,-100.46,0.85761
-0.270339921,-0.869510312,0.82101,0.35313,38.868,-97.158,0.90336
-0.546907603,0.147034142,-0.25026,0.12086,39.789,-95.147,0.92243
1.886460412,-0.459107189,-0.91887,0.87215,38.897,-95.291,0.83008
-0.539827272,-0.913583106,0.19711,0,37.884,-99.305,0.94493
-0.709495535,-0.523170864,0.64916,0,37.456,-96.245,0.94692
0.53034748,-0.656435543,0.58685,0.74865,38.915,-99.317,0.84299
-0.261495508,-1.017634552,0.35719,0.42789,38.701,-98.205,0.89051
-0.156526465,-0.421952353,1.7976,0.80868,38.05,-100.74,0.86212
-0.07377938,-0.278356259,1.7773,0.8002,37.688,-99.885,0.91911
-0.161773808,-0.634704634,1.0809,0.47623,38.558,-95.279,0.94709
-0.256080625,0.204294058,2.2143,0.85948,39.002,-96.768,1.0338
-0.225260498,-1.53303039,-2.9957,0,38.917,-100.49,0.81392
-0.427840016,-1.158384454,-0.3083,0,39.355,-99.88,0.83967
-0.116713063,-0.492930055,1.3167,0.79403,37.548,-101.3,0.96472
0.152912066,-1.105779401,-1.517,0,37.745,-100.45,0.85253
0.250908572,-0.948325214,-0.3576,0,38.48,-101.81,0.93072
-0.571986531,-0.498365898,0.20339,0.37443,37.879,-96.242,0.97452
-0.25111355,-1.119713407,0.6581,0,37.995,-101.79,0.95135
-0.490815292,-0.718875447,-0.19968,0,37.188,-98.067,0.96737
0.404644626,-0.734376351,0.64469,0.68755,38.05,-97.437,0.82598
-0.004875026,-1.152060554,0.51597,0,37.559,-100.88,0.87126
-0.276979357,-1.503524874,-2.9957,0,38.087,-99.898,0.82441
-0.068420846,-0.706721782,0.62389,0.25946,39.411,-95.794,0.92884
0.199218158,-0.959990678,1.243,0,39.24,-95.375,0.90011
-0.710900661,-1.129399299,-1.1519,0,39.777,-98.223,0.86944
3.52288333,-1.239767521,0.46767,0.94993,38.884,-94.822,0.76987
-0.332125038,-0.890512347,0.32193,0,37.994,-101.31,0.97653
0.009305887,-1.202340306,0.5089,0.36838,37.553,-98.145,0.89569
-0.352984197,-0.874775316,-1.0291,0,37.561,-99.287,0.81933
-0.505938058,-0.517869443,1.037,0.48798,37.191,-95.297,1.0395
-0.15034619,-1.446782709,-0.017756,0,38.481,-100.47,0.89463
0.957284962,-0.715929561,1.2071,0.68197,39.19,-95.039,0.97197
-0.561381617,-1.078165363,0.82785,0,39.047,-98.214,0.87045
-0.633286347,-0.304826894,0.5994,0,38.217,-94.845,0.97181
-0.076731341,-0.894002143,0.033678,0,38.913,-101.16,0.89099
0.082904874,-0.001421735,1.1069,0.74574,38.455,-96.162,0.89369
0.230974778,-0.797444668,0.20993,0.57251,38.396,-97.647,0.84715
-0.239102751,-1.053619676,-0.054391,0.2068,38.36,-97.103,0.84516
-0.390611666,-1.057696973,-0.13568,0.2788,39.783,-96.521,0.8622
-0.100916133,-1.203734683,-2.9957,0,37.244,-100.36,0.85891
0.9083803,-1.11752339,0.81536,0.44545,38.567,-94.833,0.92801
-0.321374949,-0.790950222,-0.085361,0.52034,39.393,-98.207,0.89635
-0.468966646,-0.251575556,0.83936,0.57738,37.19,-95.742,1.0166
-0.43944716,-1.03414217,0.52227,0,38.688,-96.651,0.85598
-0.030194286,-0.772676137,0.96934,0,37.185,-101.81,0.94335
-0.415182397,-1.466353668,-0.6578,0,39.791,-96.005,0.83794
-0.411907744,-0.17736524,1.1746,0.54904,37.564,-95.316,0.96831
-0.294929456,-1.321054451,-2.9957,0,38.48,-99.909,0.83426
-0.459997967,-0.74127282,0.33289,0.62993,39.784,-99.899,0.85925
-0.35148415,-0.68478926,0.67271,0,38.648,-95.708,0.93582
-0.467458483,-1.062832755,-2.9957,0,39.349,-98.768,0.8655
-0.224243317,-0.874258803,0.51029,0,39.138,-97.655,0.94208
0.249641832,0.970408547,1.9021,0.67386,38.183,-99.232,0.89061
-0.603002799,-1.25405308,-2.9957,0.44459,39.785,-99.342,0.90998
0.428117705,-1.042829686,0.49268,0.23274,39.382,-96.337,0.87812
0.214180447,-0.418351938,1.0487,0.66839,37.648,-98.74,0.87888
-0.242876761,-1.327846616,-0.94687,0,39.786,-101.08,0.82105
-0.04933564,-0.437974035,1.3448,0.68438,37.948,-98.078,0.90376
-0.43544962,-1.25032799,0.080939,0,39.829,-97.651,0.88036
-0.320018125,-0.331401698,1.1973,0.56658,38.347,-98.201,0.96484
1.352740468,-0.117174831,1.1546,0.853,39.291,-96.727,0.78254
-0.66061768,-0.696261553,0.25161,0,39.346,-99.324,0.90361
-0.413731987,-0.960912752,-2.9957,0,38.524,-99.309,0.8723
-0.167137083,-0.516173934,0.73716,0.58738,38.917,-98.766,0.87905
0.191413882,-0.712332273,1.2577,0.84988,38.786,-97.65,0.92155
0.607582662,-1.37786813,0.69929,0.72012,38.482,-100.91,0.88032
0.992436757,-0.237995922,1.5803,0.91231,37.681,-97.461,0.96255
-0.221952693,-0.450041573,1.9479,0.85829,37.181,-100.85,0.90525
0.988477668,-0.373772091,2.1579,0.83911,39.042,-95.756,0.9784
-0.564122539,-1.615293464,-2.9957,0,39.351,-100.44,0.82475
-0.29846044,-0.877669051,1.711,0.71568,39.351,-101.72,0.93893
-0.650800804,-1.295148575,-2.9957,0,39.785,-98.785,0.82924
-0.491126241,-0.786891945,0.55035,0,38.036,-98.72,0.94994
0.303735562,-1.215861351,0.53958,0,37.566,-101.79,0.88105
0.412446578,-0.882273893,0.89026,0.69065,37.202,-101.32,0.83937
-0.061910114,-0.33607914,0.38932,0.37582,37.237,-97.493,0.9776
0.665942357,-0.460527938,0.4172,0.65513,39.358,-101.08,0.8656
-0.624503757,-1.208365701,-0.41926,0,38.921,-99.865,0.87694
-0.312284805,-1.085775852,0.86624,0,38.955,-96.201,0.91202
-0.252898542,-1.586727156,-2.9957,0,38.927,-101.77,0.86308
-0.726960214,-1.370873545,-1.0244,0,39.777,-97.096,0.82678
-0.305338412,-0.939762153,1.2877,0,38.482,-101.35,0.84195
-0.773269366,-0.41175048,0.63866,0.28165,37.559,-95.745,1.0317
-0.794466472,-0.744453274,-0.16578,0,37.889,-95.757,0.95388
-0.34482046,1.108751356,-1.0205,0.94685,39.115,-94.763,1.1417
-0.798734436,1.213498494,0.42943,0.25365,37.106,-85.281,1.0239
-0.845176651,-0.262085077,0.45817,0.22573,36.751,-86.192,1.126
-0.080946434,-0.681373019,0.87477,0.50892,38.005,-84.986,0.98949
-0.391439948,-0.69315893,0.0030241,0,37.051,-89.009,1.1404
-0.478383477,-0.144679064,-0.35556,0.35858,36.964,-85.925,1.0375
-0.540896146,0.792056032,0.3266,0,38.152,-83.738,1.1225
-1.047003889,2.018708054,0.43661,0.36986,36.723,-83.681,1.2632
1.425904569,-0.898729756,0.40742,0.75292,38.975,-84.731,0.97993
0.079624437,-0.34837235,0.23946,0.5485,38.203,-84.21,1.0373
-0.056692658,0.757996965,0.24182,0.74345,38.36,-82.681,1.131
0.353849594,-0.28270313,1.5916,0.63191,37.618,-84.868,1.027
-0.573839121,-0.28297527,-0.43164,0,38.678,-84.105,1.1816
-1.003939401,1.853482478,0.39788,0.20366,37.521,-83.322,1.355
-0.886637702,-0.043866658,-0.76588,0,37.778,-86.433,1.1013
-0.030191784,-0.789372442,-1.5481,0.64568,37.97,-85.703,0.9898
-1.222345751,-0.18910495,0.17635,0,37.207,-86.682,1.0974
-0.710962669,-0.107207585,1.1478,0.48599,37.149,-87.871,1.1053
0.241727811,0.767606917,0.34625,0.47555,36.621,-88.274,0.98132
0.850922431,-0.418583924,0.69736,0.84288,38.947,-84.38,1.0683
-0.794503558,-0.006417725,0.1805,0,36.858,-88.976,1.0744
-0.38862957,0.342968486,1.3753,0.4901,38.668,-85.124,1.2624
-0.783073052,0.661030025,0.022451,0.17788,38.31,-83.049,1.1263
-1.18576385,0.22721687,-0.86318,0,37.322,-84.928,1.1017
-0.528274029,0.435649421,1.1033,0.72609,36.892,-87.493,1.0974
0.098591179,-0.108425073,0.36878,0.66633,37.97,-84.145,1.0558
-1.00526558,2.181871702,0.69852,0.19087,37.164,-83.711,1.2374
-0.975692785,0.250668429,-0.59934,0,36.729,-85.153,1.1517
-0.704007414,0.086846395,-1.5325,0.2955,37.358,-88.105,1.1291
-1.041037938,0.518620548,-0.96482,0,36.784,-85.393,1.1868
0.19675235,0.046840238,0.31285,0.73796,37.732,-87.087,0.99942
-1.073594775,0.290354576,0.0782,0,37.228,-86.218,0.99436
-0.900093344,1.446792586,1.1178,0,38.115,-83.097,1.0499
-1.094631943,0.879543661,-0.25109,0.27471,37.692,-83.964,1.1589
1.823857911,-0.109178175,1.6048,0.95726,38.04,-84.458,0.97351
-0.836768856,0.242641347,0.14601,0.20418,38.368,-83.706,1.1454
-0.761165162,1.799934838,0.34281,0.1253,37.558,-82.74,1.2819
1.003851459,0.012859136,1.1655,0.73557,38.235,-84.869,1.0518
-0.731800804,1.265758332,0.72029,0.36184,36.553,-89.188,1.245
-0.493550906,-0.52210961,-0.25821,0,38.76,-84.862,1.2538
-0.42328346,-0.367435697,0.3621,0.26724,37.63,-84.546,0.97885
-0.401626432,-0.118673212,0.22434,0.22168,38.649,-84.626,1.1426
-0.424911625,-0.133167528,0.57752,0.30245,36.723,-88.65,1.058
-0.870515921,0.120582428,-0.88624,0.22529,37.459,-86.344,1.1501
-0.765151154,-0.083022333,-0.16575,0,37.27,-85.561,0.98934
-0.250635679,0.294376785,-0.86332,0.61343,38.564,-82.934,1.1009
-0.5884403,-0.334025256,-0.31755,0.10951,37.843,-86.793,1.0337
-0.044877662,-0.071484847,0.42644,0.63719,37.696,-85.963,1.0032
-0.983824125,2.293977657,0.86451,0.47675,36.859,-83.221,1.3048
-0.258482326,-0.568972843,-0.16639,0.36112,38.445,-84.334,1.1092
-0.880348662,0.256879115,-0.20607,0.12783,37.314,-85.882,1.1576
-0.03518984,-0.005553633,1.0496,0.5916,37.793,-87.573,1.0681
-0.211597246,-0.466118701,-0.43625,0,38.452,-85.12,1.1617
-0.61141204,0.09825281,-0.52451,0,36.676,-88.972,0.99234
-0.489535521,0.361296181,0.64469,0.54182,37.311,-87.542,1.1154
-1.388909494,1.270452056,-0.28635,0,37.403,-84.021,1.1829
1.122309672,0.070291433,1.439,0.98154,38.19,-85.658,1.0576
0.537494097,-0.498174014,0.97707,0.69435,37.873,-84.584,0.99448
-0.76597468,1.157374212,-0.35139,0.25498,37.849,-82.831,1.2344
1.074710831,-0.423286926,1.5529,0.92635,38.93,-84.533,1.0533
-0.936701119,2.844906937,0.37402,0,37.355,-82.949,1.1681
-0.894081777,1.692661426,0.4096,0.29476,36.887,-83.856,1.1938
-0.416211754,-0.191233701,-0.81145,0.23271,37.544,-85.697,1.0222
-0.51637433,0.118637575,0.32627,0.3249,37.113,-84.119,1.0928
-0.997953919,1.996636479,-0.72358,0.21986,38.074,-82.738,1.2569
-0.970632641,1.498244708,-1.8807,0,37.608,-83.719,1.2607
-1.12035058,1.87375777,0.59233,0,37.088,-83.389,1.246
-1.043867699,1.867290039,-0.18049,0.0030858,37.119,-82.861,1.2892
-1.169939079,1.573108781,0.13227,0,38.532,-83.373,1.1626
-0.857629122,-0.111656648,-0.24449,0.19575,37.457,-84.658,1.1181
-0.699145021,-0.528528994,0.19937,0,37.21,-88.363,1.1336
-0.697183034,-0.405109885,0.45327,0.25176,36.86,-86.881,1.0816
-0.418261385,-0.058860353,0.80512,0,37.024,-88.083,1.0369
0.352187237,0.167274744,1.2315,0.7142,37.054,-88.712,1.0342
-1.239882901,2.531781782,0.20021,0,36.731,-84.491,1.2864
-0.872605394,-0.156526323,-0.28419,0,37.531,-87.263,1.1467
0.216584097,-0.132294735,0.86197,0.58632,37.724,-84.277,1.0162
-1.129614549,2.508831622,-0.21326,0,37.699,-83.07,1.2402
-0.680596928,0.376918196,1.1309,0.30216,37.553,-85.269,1.0437
-0.079870136,-0.643442347,-0.35835,0.13929,36.882,-88.333,1.0046
-0.865518968,2.923749794,0.12652,0,37.797,-82.507,1.2299
-0.267340032,-0.060304873,0.74169,0.49536,38.594,-83.828,1.151
-0.532538122,0.042158494,-1.7284,0.16771,37.967,-86.201,1.0191
-1.142536794,1.113151322,0.22446,0,37.951,-83.597,1.1438
-0.141361681,-0.476171331,0.21437,0.40525,37.812,-84.88,1.07
-0.92622116,0.253072337,-0.12344,0,36.993,-85.634,1.1717
-1.161450285,1.140027408,0.10482,0,36.714,-85.714,1.2147
-0.223864195,-0.025345842,0.70072,0.45012,38.038,-83.912,1.0438
-0.910452208,1.00103599,0.70743,0.20705,37.923,-83.259,1.0792
-0.706587717,0.385695606,0.28487,0.32039,37.214,-87.134,1.1236
-0.092221009,-0.450913715,-0.028295,0.37444,37.803,-85.466,1.0162
-0.46988376,0.91558475,-0.055273,0,38.337,-84.026,1.1582
-0.816030928,-0.151693963,0.01619,0.25087,37.478,-86.845,1.0915
2.624990014,-1.217181048,0.31878,0.65228,38.4,-85.456,0.92844
-0.494819648,-0.377746959,-0.10353,0,38.5,-84.841,1.0304
-1.101779729,2.614845269,0.68489,0,37.424,-83.692,1.3443
-0.420976126,-0.193123624,-0.36893,0,38.696,-84.352,1.1134
-0.837681832,2.211472704,1.3829,0.21882,37.241,-83.218,1.358
-0.685011332,1.160803184,0.66198,0.092324,37.482,-82.403,1.2705
-1.010390366,0.215596112,0.027205,0.23669,37.8,-83.82,1.3047
-0.650038412,-0.138645856,-0.21011,0.39509,37.108,-84.58,1.0817
-0.890039718,-0.190609525,-2.9957,0,38.514,-84.064,1.1257
-1.080881596,0.355905537,0.50061,0.17,37.361,-84.314,1.1478
-0.082728573,0.702501665,1.1543,0.30334,38.206,-83.426,1.079
-0.809177962,0.339685835,0.033002,0,36.989,-85.059,1.0766
0.986317425,-0.57972602,1.7999,0.5756,38.29,-84.579,0.98948
0.925724213,-0.53096623,1.122,0.39869,38.239,-85.228,0.9964
-0.386664042,-0.77204278,0.46617,0.55392,36.741,-86.582,1.0854
0.332584796,-0.578773937,-0.48274,0,38.025,-85.317,1.0141
-0.553737917,0.508995268,-0.47358,0.50809,37.366,-85.328,1.0606
-0.808263135,-0.059269931,-0.053777,0,36.84,-87.184,1.1473
-0.551675352,-0.350704519,-0.44974,0.21061,36.808,-87.859,1.0505
-0.351391779,-0.21524918,-0.59695,0.058585,38.618,-85.355,1.0528
-0.457503307,1.582173266,1.1912,0.35256,37.658,-87.952,1.1447
0.62785254,-0.015348415,1.3192,0.62957,36.996,-86.424,1.019
-0.374882834,-0.34370315,0.066519,0,37.754,-85.175,1.012
-1.095467507,1.027182818,-1.4915,0.3111,36.802,-84.83,1.0646
-0.829258361,-0.226238591,-1.1411,0.21254,37.519,-87.685,1.108
-0.670512099,0.728144095,-0.045377,0.37549,36.758,-84.145,1.2441
-1.070478348,1.272831276,1.4273,0,37.744,-83.495,1.3384
1.641395295,-1.073495422,0.60013,0.58777,38.043,-84.748,0.98453
-0.648237894,0.566750776,1.4899,0.5049,30.291,-92.411,1.1772
-0.70426005,0.448232664,1.1749,0.31922,30.653,-92.82,1.0633
0.397074133,-0.178754898,1.1965,0.75357,30.203,-90.91,1.0332
-0.508837168,0.929210307,1.1942,0.56255,29.9,-91.051,1.0433
-0.857390643,0.95533202,0.59326,0.37887,31.085,-91.994,1.1772
-0.241492669,0.118120213,1.2446,0.29461,30.645,-93.34,1.1368
-0.868590835,1.400510442,0.63861,0.19737,32.341,-93.041,1.1315
0.28610999,-0.016352754,1.8304,0.72135,32.696,-93.618,1.0106
0.406444723,1.305962507,2.1143,0.84124,32.577,-93.882,1.0785
0.318456849,0.340580649,1.8594,0.77553,30.23,-93.358,1.1217
-0.740751967,0.36194238,1.1535,0,32.101,-92.114,1.2118
-0.560865772,-0.629633504,1.2434,0,29.872,-93.166,0.92413
-0.696064807,0.767113551,1.4297,0,31.667,-91.847,1.2026
-0.46757516,1.130793499,0.78643,0.22165,32.827,-92.99,1.0346
-0.784102657,1.394001964,1.3633,0.61747,31.47,-91.626,1.1594
-0.74132905,1.049219271,1.9663,0.26438,32.059,-93.741,1.1227
1.51156712,0.343694364,2.0838,0.92923,30.544,-91.093,1.0431
-0.992116273,3.396345606,1.409,0.64197,32.73,-91.234,1.295
-0.097654558,1.46855476,2.5661,0.1654,30.84,-91.043,1.2253
-0.65750915,0.782596549,0.50695,0.40117,30.721,-92.404,1.2125
-0.957811423,1.029862052,1.3754,0.30443,32.138,-91.672,1.1731
-0.824963394,0.356819211,1.6965,0,31.598,-92.562,1.1523
-0.319042951,1.132674695,0.49933,0.67611,29.606,-91.843,1.1003
-0.40806482,0.940382639,2.002,0.5075,30.288,-91.363,1.1834
-0.440642456,0.06527805,0.19908,0.32143,32.304,-92.557,1.1044
0.790106472,0.101609717,1.9879,0.99037,29.678,-90.1,1.0472
-0.590368085,0.607628896,2.2722,0.51904,30.27,-92.816,1.1545
1.107808343,0.22138054,1.8403,0.88,30.207,-92.064,1.001
-0.209822077,-0.000557429,1.0239,0.72188,29.492,-90.395,1.0075
-0.594896574,0.053868352,0.73385,0.27216,31.68,-92.162,1.1614
0.657742428,1.925876809,1.6074,0.63488,32.602,-92.662,0.96975
-0.078390588,-0.453970531,1.3603,0.45545,30.44,-90.727,1.0844
-0.91299076,2.237073112,1.9536,0.77244,32.366,-91.241,1.3387
-0.779082709,1.821717503,1.2727,0.52132,32.82,-91.8,1.1988
-0.129085871,1.270942833,2.186,0.49278,31.735,-93.086,1.1067
0.76049253,1.975891655,2.3747,0.99329,30.067,-89.927,1.1914
0.611419613,0.875679365,2.1373,0.77383,32.478,-92.155,1.0963
0.103225693,0.240649361,1.0877,0.68494,29.402,-89.298,1.1099
-0.222916058,0.580812864,1.7283,0.41365,30.708,-91.605,1.0762
-0.013672972,0.620738651,1.9375,0.62155,31.193,-92.536,1.1404
-0.979627147,1.954497083,1.3886,0.27105,32.101,-93.349,1.2067
-0.657624082,0.734368668,-1.6433,0.36385,32.413,-91.748,1.1747
-0.594442175,0.501880345,1.356,0.12012,31.56,-93.559,1.0634
-0.267676284,0.096456472,-2.9957,0.95991,29.918,-89.263,1.1955
0.703922415,-0.239603069,2.0875,0.86,29.906,-90.358,1.0246
-0.569968694,1.107761085,1.3742,0,30.821,-90.709,1.0979
-0.161845726,1.163668968,2.2896,0.65026,30.025,-90.794,1.0618
0.072611404,0.455153915,0.74788,0.85533,30.147,-90.486,1.1026
-0.635230374,1.647841473,2.0173,0.55253,30.583,-91.989,1.1603
-0.489029161,0.795532305,1.0384,0.32361,30.121,-91.611,1.0726
-0.515743644,0.913436463,2.1132,0.82957,29.629,-91.464,1.1521
1.718998425,-0.642663483,1.1412,0.74787,30.41,-89.952,1.0005
-0.080446979,0.944464704,1.9892,0.46417,30.622,-90.407,1.216
-0.541316216,1.879849054,1.4247,0,32.001,-91.343,1.202
-0.11664657,0.097325791,2.0435,0.75019,29.333,-90.844,1.0945
-0.630784342,0.299215589,1.2327,0.14226,32.829,-92.376,1.1293
-0.373662311,0.380647802,1.1457,0.43238,29.787,-92.29,1.0212
-0.49890231,0.493866162,1.5095,0.52971,31.111,-93.182,1.1132
-0.684678666,0.925851969,1.8923,0.37932,30.852,-90.046,1.2511
-0.495455336,0.740014775,1.7034,0.46616,32.732,-93.34,1.1446
-0.15909029,0.308979552,1.8348,0.60002,30.464,-91.31,1.0896
-0.84658019,1.567249644,1.3549,0,32.792,-91.452,1.1362
0.330418407,0.021491204,0.6418,0,30.873,-91.421,0.95941
-0.857209635,0.894884327,1.1813,0.3535,31.941,-92.641,1.1822
-0.134650798,0.26730966,0.57308,0.57347,44.168,-70.207,0.95825
-0.615705155,0.566125218,-0.087304,0.22678,46.727,-68.649,0.96446
